player_id,opponent_id,match_id,date,tournament_name,tournament_id,result,match_progress,num_players_round,points_scored,points_allowed,fastest_ball_speed,aces
26,54,31,2013-07-05,World Championship,14,W,"['1:0', '1:1', '1:2', '1:3', '1:4', '2:4', '3:4', '3:5', '4:5', '5:5', '6:5', '6:6', '7:6', '7:7', '8:7', '9:7', '10:7', '11:7', '11:8']",64,11,8,145.1,2
54,26,31,2013-07-05,World Championship,14,L,"['1:0', '1:1', '1:2', '1:3', '1:4', '2:4', '3:4', '3:5', '4:5', '5:5', '6:5', '6:6', '7:6', '7:7', '8:7', '9:7', '10:7', '11:7', '11:8']",64,8,11,140.1,6
17,33,32,2013-07-06,World Championship,14,W,"['1:0', '1:1', '2:1', '3:1', '3:2', '3:3', '4:3', '5:3', '5:4', '6:4', '7:4', '8:4', '8:5', '8:6', '8:7', '9:7', '9:8', '9:9', '10:9', '11:9']",64,11,9,149.2,2
33,17,32,2013-07-06,World Championship,14,L,"['1:0', '1:1', '2:1', '3:1', '3:2', '3:3', '4:3', '5:3', '5:4', '6:4', '7:4', '8:4', '8:5', '8:6', '8:7', '9:7', '9:8', '9:9', '10:9', '11:9']",64,9,11,144.8,0
7,9,33,2013-07-07,World Championship,14,W,"['1:0', '1:1', '2:1', '3:1', '4:1', '5:1', '5:2', '6:2', '6:3', '6:4', '7:4', '8:4', '9:4', '10:4', '11:4', '11:5', '11:6']",32,11,6,142.6,0
9,7,33,2013-07-07,World Championship,14,L,"['1:0', '1:1', '2:1', '3:1', '4:1', '5:1', '5:2', '6:2', '6:3', '6:4', '7:4', '8:4', '9:4', '10:4', '11:4', '11:5', '11:6']",32,6,11,143.5,0
37,16,34,2013-07-07,World Championship,14,W,"['1:0', '2:0', '3:0', '4:0', '4:1', '4:2', '5:2', '6:2', '6:3', '6:4', '7:4', '7:5', '8:5', '9:5', '10:5', '11:5']",32,11,5,143.9,1
16,37,34,2013-07-07,World Championship,14,L,"['1:0', '2:0', '3:0', '4:0', '4:1', '4:2', '5:2', '6:2', '6:3', '6:4', '7:4', '7:5', '8:5', '9:5', '10:5', '11:5']",32,5,11,150.2,0
49,28,35,2013-07-07,World Championship,14,W,"['1:0', '1:1', '1:2', '1:3', '2:3', '2:4', '3:4', '3:5', '3:6', '4:6', '5:6', '6:6', '7:6', '7:7', '7:8', '8:8', '9:8', '10:8', '11:8']",32,11,8,146.4,3
28,49,35,2013-07-07,World Championship,14,L,"['1:0', '1:1', '1:2', '1:3', '2:3', '2:4', '3:4', '3:5', '3:6', '4:6', '5:6', '6:6', '7:6', '7:7', '7:8', '8:8', '9:8', '10:8', '11:8']",32,8,11,142.9,1
12,5,36,2013-07-08,World Championship,14,W,"['1:0', '2:0', '2:1', '3:1', '3:2', '3:3', '4:3', '4:4', '4:5', '4:6', '5:6', '6:6', '7:6', '8:6', '9:6', '10:6', '11:6', '11:7', '11:8', '11:9', '11:10']",32,11,10,147.2,2
5,12,36,2013-07-08,World Championship,14,L,"['1:0', '2:0', '2:1', '3:1', '3:2', '3:3', '4:3', '4:4', '4:5', '4:6', '5:6', '6:6', '7:6', '8:6', '9:6', '10:6', '11:6', '11:7', '11:8', '11:9', '11:10']",32,10,11,142.1,0
19,47,37,2013-07-08,World Championship,14,W,"['1:0', '1:1', '1:2', '2:2', '2:3', '3:3', '4:3', '5:3', '6:3', '6:4', '7:4', '8:4', '9:4', '10:4', '10:5', '11:5', '11:6', '11:7', '11:8']",32,11,8,137.5,2
47,19,37,2013-07-08,World Championship,14,L,"['1:0', '1:1', '1:2', '2:2', '2:3', '3:3', '4:3', '5:3', '6:3', '6:4', '7:4', '8:4', '9:4', '10:4', '10:5', '11:5', '11:6', '11:7', '11:8']",32,8,11,155.2,0
10,57,38,2013-07-08,World Championship,14,W,"['1:0', '1:1', '2:1', '2:2', '3:2', '3:3', '3:4', '4:4', '4:5', '5:5', '6:5', '7:5', '7:6', '8:6', '9:6', '9:7', '10:7', '11:7']",32,11,7,137.6,3
57,10,38,2013-07-08,World Championship,14,L,"['1:0', '1:1', '2:1', '2:2', '3:2', '3:3', '3:4', '4:4', '4:5', '5:5', '6:5', '7:5', '7:6', '8:6', '9:6', '9:7', '10:7', '11:7']",32,7,11,143.4,0
48,42,39,2013-07-08,World Championship,14,W,"['0:1', '1:1', '1:2', '1:3', '2:3', '2:4', '3:4', '3:5', '4:5', '4:6', '5:6', '6:6', '6:7', '7:7', '8:7', '9:7', '10:7', '11:7']",32,11,7,139.5,3
42,48,39,2013-07-08,World Championship,14,L,"['0:1', '1:1', '1:2', '1:3', '2:3', '2:4', '3:4', '3:5', '4:5', '4:6', '5:6', '6:6', '6:7', '7:7', '8:7', '9:7', '10:7', '11:7']",32,7,11,139.9,1
40,53,40,2013-07-09,World Championship,14,W,"['0:1', '1:1', '2:1', '2:2', '2:3', '2:4', '3:4', '3:5', '3:6', '4:6', '4:7', '5:7', '5:8', '5:9', '6:9', '7:9', '8:9', '9:9', '9:10', '10:10', '11:10']",32,11,10,150.4,1
53,40,40,2013-07-09,World Championship,14,L,"['0:1', '1:1', '2:1', '2:2', '2:3', '2:4', '3:4', '3:5', '3:6', '4:6', '4:7', '5:7', '5:8', '5:9', '6:9', '7:9', '8:9', '9:9', '9:10', '10:10', '11:10']",32,10,11,139.3,2
52,56,41,2013-07-09,World Championship,14,W,"['0:1', '0:2', '1:2', '2:2', '3:2', '4:2', '5:2', '5:3', '5:4', '5:5', '5:6', '6:6', '7:6', '7:7', '8:7', '8:8', '8:9', '9:9', '9:10', '10:10', '11:10']",32,11,10,139.9,1
56,52,41,2013-07-09,World Championship,14,L,"['0:1', '0:2', '1:2', '2:2', '3:2', '4:2', '5:2', '5:3', '5:4', '5:5', '5:6', '6:6', '7:6', '7:7', '8:7', '8:8', '8:9', '9:9', '9:10', '10:10', '11:10']",32,10,11,146.6,3
18,41,42,2013-07-09,World Championship,14,W,"['0:1', '0:2', '1:2', '1:3', '1:4', '2:4', '3:4', '4:4', '4:5', '5:5', '5:6', '6:6', '7:6', '7:7', '8:7', '9:7', '10:7', '10:8', '11:8', '11:9', '11:10']",32,11,10,142.7,0
41,18,42,2013-07-09,World Championship,14,L,"['0:1', '0:2', '1:2', '1:3', '1:4', '2:4', '3:4', '4:4', '4:5', '5:5', '5:6', '6:6', '7:6', '7:7', '8:7', '9:7', '10:7', '10:8', '11:8', '11:9', '11:10']",32,10,11,157.0,0
63,20,43,2013-07-09,World Championship,14,W,"['1:0', '1:1', '2:1', '3:1', '4:1', '5:1', '6:1', '6:2', '7:2', '7:3', '7:4', '8:4', '8:5', '9:5', '10:5', '10:6', '10:7', '11:7']",32,11,7,152.5,3
20,63,43,2013-07-09,World Championship,14,L,"['1:0', '1:1', '2:1', '3:1', '4:1', '5:1', '6:1', '6:2', '7:2', '7:3', '7:4', '8:4', '8:5', '9:5', '10:5', '10:6', '10:7', '11:7']",32,7,11,146.4,1
46,60,44,2013-07-10,World Championship,14,W,"['1:0', '1:1', '1:2', '2:2', '2:3', '3:3', '3:4', '3:5', '4:5', '5:5', '6:5', '6:6', '7:6', '8:6', '8:7', '9:7', '10:7', '10:8', '11:8']",32,11,8,136.8,0
60,46,44,2013-07-10,World Championship,14,L,"['1:0', '1:1', '1:2', '2:2', '2:3', '3:3', '3:4', '3:5', '4:5', '5:5', '6:5', '6:6', '7:6', '8:6', '8:7', '9:7', '10:7', '10:8', '11:8']",32,8,11,143.1,0
22,8,45,2013-07-10,World Championship,14,W,"['0:1', '1:1', '2:1', '3:1', '3:2', '4:2', '5:2', '5:3', '6:3', '6:4', '7:4', '7:5', '7:6', '8:6', '9:6', '10:6', '10:7', '10:8', '11:8']",32,11,8,146.2,3
8,22,45,2013-07-10,World Championship,14,L,"['0:1', '1:1', '2:1', '3:1', '3:2', '4:2', '5:2', '5:3', '6:3', '6:4', '7:4', '7:5', '7:6', '8:6', '9:6', '10:6', '10:7', '10:8', '11:8']",32,8,11,149.7,0
24,3,46,2013-07-10,World Championship,14,W,"['0:1', '0:2', '0:3', '1:3', '2:3', '2:4', '2:5', '3:5', '4:5', '5:5', '6:5', '7:5', '8:5', '8:6', '9:6', '10:6', '10:7', '11:7', '11:8']",32,11,8,141.2,2
3,24,46,2013-07-10,World Championship,14,L,"['0:1', '0:2', '0:3', '1:3', '2:3', '2:4', '2:5', '3:5', '4:5', '5:5', '6:5', '7:5', '8:5', '8:6', '9:6', '10:6', '10:7', '11:7', '11:8']",32,8,11,151.4,1
15,4,47,2013-07-10,World Championship,14,W,"['0:1', '1:1', '1:2', '1:3', '2:3', '3:3', '3:4', '4:4', '5:4', '6:4', '7:4', '8:4', '8:5', '9:5', '10:5', '11:5', '11:6', '11:7']",32,11,7,147.5,0
4,15,47,2013-07-10,World Championship,14,L,"['0:1', '1:1', '1:2', '1:3', '2:3', '3:3', '3:4', '4:4', '5:4', '6:4', '7:4', '8:4', '8:5', '9:5', '10:5', '11:5', '11:6', '11:7']",32,7,11,145.0,0
17,26,48,2013-07-11,World Championship,14,W,"['1:0', '2:0', '2:1', '2:2', '3:2', '4:2', '4:3', '4:4', '5:4', '6:4', '7:4', '7:5', '8:5', '8:6', '9:6', '10:6', '10:7', '10:8', '10:9', '11:9', '11:10']",32,11,10,147.5,1
26,17,48,2013-07-11,World Championship,14,L,"['1:0', '2:0', '2:1', '2:2', '3:2', '4:2', '4:3', '4:4', '5:4', '6:4', '7:4', '7:5', '8:5', '8:6', '9:6', '10:6', '10:7', '10:8', '10:9', '11:9', '11:10']",32,10,11,141.1,0
37,7,49,2013-07-12,World Championship,14,W,"['1:0', '1:1', '1:2', '2:2', '2:3', '2:4', '2:5', '3:5', '4:5', '4:6', '5:6', '6:6', '6:7', '6:8', '7:8', '7:9', '7:10', '8:10', '9:10', '10:10', '11:10']",16,11,10,146.9,3
7,37,49,2013-07-12,World Championship,14,L,"['1:0', '1:1', '1:2', '2:2', '2:3', '2:4', '2:5', '3:5', '4:5', '4:6', '5:6', '6:6', '6:7', '6:8', '7:8', '7:9', '7:10', '8:10', '9:10', '10:10', '11:10']",16,10,11,149.6,3
12,49,50,2013-07-13,World Championship,14,W,"['0:1', '0:2', '1:2', '1:3', '2:3', '2:4', '2:5', '2:6', '2:7', '3:7', '4:7', '5:7', '6:7', '7:7', '8:7', '9:7', '10:7', '11:7', '11:8', '11:9']",16,11,9,145.6,1
49,12,50,2013-07-13,World Championship,14,L,"['0:1', '0:2', '1:2', '1:3', '2:3', '2:4', '2:5', '2:6', '2:7', '3:7', '4:7', '5:7', '6:7', '7:7', '8:7', '9:7', '10:7', '11:7', '11:8', '11:9']",16,9,11,152.0,3
19,10,51,2013-07-13,World Championship,14,W,"['1:0', '2:0', '2:1', '3:1', '4:1', '5:1', '5:2', '5:3', '5:4', '5:5', '6:5', '7:5', '7:6', '8:6', '9:6', '9:7', '9:8', '10:8', '11:8', '11:9']",16,11,9,147.7,1
10,19,51,2013-07-13,World Championship,14,L,"['1:0', '2:0', '2:1', '3:1', '4:1', '5:1', '5:2', '5:3', '5:4', '5:5', '6:5', '7:5', '7:6', '8:6', '9:6', '9:7', '9:8', '10:8', '11:8', '11:9']",16,9,11,150.1,5
40,48,52,2013-07-14,World Championship,14,W,"['1:0', '2:0', '3:0', '3:1', '4:1', '4:2', '5:2', '6:2', '6:3', '6:4', '6:5', '6:6', '6:7', '6:8', '7:8', '8:8', '9:8', '10:8', '10:9', '11:9']",16,11,9,143.7,1
48,40,52,2013-07-14,World Championship,14,L,"['1:0', '2:0', '3:0', '3:1', '4:1', '4:2', '5:2', '6:2', '6:3', '6:4', '6:5', '6:6', '6:7', '6:8', '7:8', '8:8', '9:8', '10:8', '10:9', '11:9']",16,9,11,132.4,3
52,18,53,2013-07-14,World Championship,14,W,"['0:1', '1:1', '1:2', '2:2', '2:3', '3:3', '3:4', '3:5', '4:5', '5:5', '5:6', '6:6', '7:6', '8:6', '9:6', '9:7', '10:7', '11:7']",16,11,7,144.5,1
18,52,53,2013-07-14,World Championship,14,L,"['0:1', '1:1', '1:2', '2:2', '2:3', '3:3', '3:4', '3:5', '4:5', '5:5', '5:6', '6:6', '7:6', '8:6', '9:6', '9:7', '10:7', '11:7']",16,7,11,138.5,1
63,46,54,2013-07-15,World Championship,14,W,"['0:1', '0:2', '1:2', '2:2', '2:3', '3:3', '4:3', '5:3', '5:4', '6:4', '7:4', '8:4', '8:5', '8:6', '9:6', '9:7', '10:7', '11:7']",16,11,7,151.9,2
46,63,54,2013-07-15,World Championship,14,L,"['0:1', '0:2', '1:2', '2:2', '2:3', '3:3', '4:3', '5:3', '5:4', '6:4', '7:4', '8:4', '8:5', '8:6', '9:6', '9:7', '10:7', '11:7']",16,7,11,148.5,0
22,24,55,2013-07-15,World Championship,14,W,"['0:1', '1:1', '1:2', '2:2', '3:2', '3:3', '4:3', '4:4', '5:4', '6:4', '7:4', '8:4', '9:4', '10:4', '10:5', '10:6', '10:7', '11:7', '11:8']",16,11,8,143.7,2
24,22,55,2013-07-15,World Championship,14,L,"['0:1', '1:1', '1:2', '2:2', '3:2', '3:3', '4:3', '4:4', '5:4', '6:4', '7:4', '8:4', '9:4', '10:4', '10:5', '10:6', '10:7', '11:7', '11:8']",16,8,11,143.3,2
17,15,56,2013-07-16,World Championship,14,W,"['1:0', '2:0', '3:0', '4:0', '5:0', '5:1', '5:2', '6:2', '6:3', '7:3', '7:4', '8:4', '9:4', '9:5', '9:6', '10:6', '11:6', '11:7']",16,11,7,144.8,3
15,17,56,2013-07-16,World Championship,14,L,"['1:0', '2:0', '3:0', '4:0', '5:0', '5:1', '5:2', '6:2', '6:3', '7:3', '7:4', '8:4', '9:4', '9:5', '9:6', '10:6', '11:6', '11:7']",16,7,11,142.0,0
12,37,57,2013-07-18,World Championship,14,W,"['1:0', '2:0', '2:1', '3:1', '3:2', '4:2', '4:3', '4:4', '5:4', '5:5', '6:5', '7:5', '7:6', '8:6', '8:7', '8:8', '8:9', '9:9', '10:9', '11:9']",8,11,9,153.9,2
37,12,57,2013-07-18,World Championship,14,L,"['1:0', '2:0', '2:1', '3:1', '3:2', '4:2', '4:3', '4:4', '5:4', '5:5', '6:5', '7:5', '7:6', '8:6', '8:7', '8:8', '8:9', '9:9', '10:9', '11:9']",8,9,11,141.5,4
19,40,58,2013-07-19,World Championship,14,W,"['1:0', '1:1', '2:1', '3:1', '4:1', '5:1', '5:2', '6:2', '6:3', '6:4', '7:4', '7:5', '8:5', '9:5', '9:6', '10:6', '10:7', '11:7', '11:8', '11:9']",8,11,9,150.9,0
40,19,58,2013-07-19,World Championship,14,L,"['1:0', '1:1', '2:1', '3:1', '4:1', '5:1', '5:2', '6:2', '6:3', '6:4', '7:4', '7:5', '8:5', '9:5', '9:6', '10:6', '10:7', '11:7', '11:8', '11:9']",8,9,11,139.7,1
52,63,59,2013-07-20,World Championship,14,W,"['1:0', '2:0', '3:0', '4:0', '5:0', '5:1', '5:2', '6:2', '7:2', '7:3', '7:4', '7:5', '7:6', '8:6', '8:7', '9:7', '9:8', '9:9', '10:9', '11:9']",8,11,9,146.0,3
63,52,59,2013-07-20,World Championship,14,L,"['1:0', '2:0', '3:0', '4:0', '5:0', '5:1', '5:2', '6:2', '7:2', '7:3', '7:4', '7:5', '7:6', '8:6', '8:7', '9:7', '9:8', '9:9', '10:9', '11:9']",8,9,11,146.2,2
22,17,60,2013-07-21,World Championship,14,W,"['1:0', '1:1', '2:1', '3:1', '3:2', '3:3', '3:4', '3:5', '4:5', '4:6', '4:7', '5:7', '6:7', '6:8', '7:8', '8:8', '8:9', '9:9', '9:10', '10:10', '11:10']",8,11,10,141.2,3
17,22,60,2013-07-21,World Championship,14,L,"['1:0', '1:1', '2:1', '3:1', '3:2', '3:3', '3:4', '3:5', '4:5', '4:6', '4:7', '5:7', '6:7', '6:8', '7:8', '8:8', '8:9', '9:9', '9:10', '10:10', '11:10']",8,10,11,146.9,2
12,19,61,2013-07-23,World Championship,14,W,"['0:1', '1:1', '2:1', '3:1', '4:1', '4:2', '5:2', '6:2', '7:2', '8:2', '9:2', '9:3', '10:3', '10:4', '10:5', '11:5', '11:6', '11:7']",4,11,7,148.6,3
19,12,61,2013-07-23,World Championship,14,L,"['0:1', '1:1', '2:1', '3:1', '4:1', '4:2', '5:2', '6:2', '7:2', '8:2', '9:2', '9:3', '10:3', '10:4', '10:5', '11:5', '11:6', '11:7']",4,7,11,140.1,2
22,52,62,2013-07-24,World Championship,14,W,"['0:1', '0:2', '1:2', '1:3', '1:4', '2:4', '2:5', '2:6', '2:7', '2:8', '3:8', '4:8', '5:8', '6:8', '7:8', '8:8', '9:8', '10:8', '10:9', '10:10', '11:10']",4,11,10,147.3,1
52,22,62,2013-07-24,World Championship,14,L,"['0:1', '0:2', '1:2', '1:3', '1:4', '2:4', '2:5', '2:6', '2:7', '2:8', '3:8', '4:8', '5:8', '6:8', '7:8', '8:8', '9:8', '10:8', '10:9', '10:10', '11:10']",4,10,11,156.8,0
12,22,63,2013-07-26,World Championship,14,W,"['0:1', '1:1', '2:1', '3:1', '4:1', '5:1', '6:1', '7:1', '7:2', '7:3', '8:3', '8:4', '8:5', '8:6', '9:6', '9:7', '9:8', '9:9', '10:9', '11:9', '11:10']",2,11,10,141.6,1
22,12,63,2013-07-26,World Championship,14,L,"['0:1', '1:1', '2:1', '3:1', '4:1', '5:1', '6:1', '7:1', '7:2', '7:3', '8:3', '8:4', '8:5', '8:6', '9:6', '9:7', '9:8', '9:9', '10:9', '11:9', '11:10']",2,10,11,149.6,1
8,12,1,2013-09-02,Dominion Open,15,W,"['1:0', '2:0', '2:1', '3:1', '4:1', '5:1', '5:2', '6:2', '6:3', '7:3', '7:4', '8:4', '9:4', '10:4', '11:4']",64,11,4,144.3,2
12,8,1,2013-09-02,Dominion Open,15,L,"['1:0', '2:0', '2:1', '3:1', '4:1', '5:1', '5:2', '6:2', '6:3', '7:3', '7:4', '8:4', '9:4', '10:4', '11:4']",64,4,11,140.1,1
64,62,2,2013-09-02,Dominion Open,15,W,"['1:0', '2:0', '2:1', '2:2', '3:2', '4:2', '4:3', '5:3', '5:4', '5:5', '6:5', '7:5', '8:5', '8:6', '9:6', '10:6', '10:7', '11:7']",64,11,7,132.0,3
62,64,2,2013-09-02,Dominion Open,15,L,"['1:0', '2:0', '2:1', '2:2', '3:2', '4:2', '4:3', '5:3', '5:4', '5:5', '6:5', '7:5', '8:5', '8:6', '9:6', '10:6', '10:7', '11:7']",64,7,11,148.3,1
33,7,3,2013-09-02,Dominion Open,15,W,"['0:1', '0:2', '1:2', '2:2', '3:2', '4:2', '5:2', '5:3', '6:3', '7:3', '7:4', '7:5', '8:5', '9:5', '10:5', '10:6', '11:6']",64,11,6,148.0,2
7,33,3,2013-09-02,Dominion Open,15,L,"['0:1', '0:2', '1:2', '2:2', '3:2', '4:2', '5:2', '5:3', '6:3', '7:3', '7:4', '7:5', '8:5', '9:5', '10:5', '10:6', '11:6']",64,6,11,143.7,0
37,25,4,2013-09-02,Dominion Open,15,W,"['1:0', '1:1', '2:1', '2:2', '2:3', '3:3', '3:4', '4:4', '5:4', '5:5', '6:5', '7:5', '8:5', '8:6', '8:7', '9:7', '10:7', '10:8', '11:8']",64,11,8,144.4,9
25,37,4,2013-09-02,Dominion Open,15,L,"['1:0', '1:1', '2:1', '2:2', '2:3', '3:3', '3:4', '4:4', '5:4', '5:5', '6:5', '7:5', '8:5', '8:6', '8:7', '9:7', '10:7', '10:8', '11:8']",64,8,11,139.1,0
49,57,5,2013-09-02,Dominion Open,15,W,"['1:0', '1:1', '1:2', '2:2', '3:2', '3:3', '3:4', '4:4', '5:4', '6:4', '6:5', '7:5', '8:5', '9:5', '10:5', '10:6', '11:6']",64,11,6,144.9,1
57,49,5,2013-09-02,Dominion Open,15,L,"['1:0', '1:1', '1:2', '2:2', '3:2', '3:3', '3:4', '4:4', '5:4', '6:4', '6:5', '7:5', '8:5', '9:5', '10:5', '10:6', '11:6']",64,6,11,147.6,0
27,41,6,2013-09-02,Dominion Open,15,W,"['1:0', '1:1', '2:1', '3:1', '3:2', '4:2', '4:3', '4:4', '4:5', '5:5', '6:5', '6:6', '7:6', '7:7', '8:7', '9:7', '9:8', '9:9', '10:9', '11:9']",64,11,9,139.6,2
41,27,6,2013-09-02,Dominion Open,15,L,"['1:0', '1:1', '2:1', '3:1', '3:2', '4:2', '4:3', '4:4', '4:5', '5:5', '6:5', '6:6', '7:6', '7:7', '8:7', '9:7', '9:8', '9:9', '10:9', '11:9']",64,9,11,133.2,0
59,21,7,2013-09-02,Dominion Open,15,W,"['1:0', '1:1', '2:1', '3:1', '4:1', '5:1', '5:2', '6:2', '7:2', '8:2', '8:3', '9:3', '9:4', '9:5', '10:5', '10:6', '11:6', '11:7']",64,11,7,153.9,2
21,59,7,2013-09-02,Dominion Open,15,L,"['1:0', '1:1', '2:1', '3:1', '4:1', '5:1', '5:2', '6:2', '7:2', '8:2', '8:3', '9:3', '9:4', '9:5', '10:5', '10:6', '11:6', '11:7']",64,7,11,140.6,1
5,9,8,2013-09-03,Dominion Open,15,W,"['1:0', '2:0', '2:1', '2:2', '3:2', '3:3', '3:4', '4:4', '4:5', '5:5', '6:5', '7:5', '7:6', '8:6', '9:6', '9:7', '10:7', '11:7', '11:8']",64,11,8,143.9,2
9,5,8,2013-09-03,Dominion Open,15,L,"['1:0', '2:0', '2:1', '2:2', '3:2', '3:3', '3:4', '4:4', '4:5', '5:5', '6:5', '7:5', '7:6', '8:6', '9:6', '9:7', '10:7', '11:7', '11:8']",64,8,11,145.8,0
22,2,9,2013-09-03,Dominion Open,15,W,"['1:0', '1:1', '2:1', '3:1', '3:2', '4:2', '4:3', '5:3', '5:4', '5:5', '5:6', '5:7', '6:7', '7:7', '8:7', '9:7', '10:7', '11:7']",64,11,7,142.1,0
2,22,9,2013-09-03,Dominion Open,15,L,"['1:0', '1:1', '2:1', '3:1', '3:2', '4:2', '4:3', '5:3', '5:4', '5:5', '5:6', '5:7', '6:7', '7:7', '8:7', '9:7', '10:7', '11:7']",64,7,11,141.4,1
52,14,10,2013-09-03,Dominion Open,15,W,"['1:0', '2:0', '3:0', '4:0', '4:1', '4:2', '5:2', '6:2', '6:3', '7:3', '7:4', '7:5', '7:6', '7:7', '8:7', '9:7', '9:8', '10:8', '10:9', '11:9']",64,11,9,142.7,0
14,52,10,2013-09-03,Dominion Open,15,L,"['1:0', '2:0', '3:0', '4:0', '4:1', '4:2', '5:2', '6:2', '6:3', '7:3', '7:4', '7:5', '7:6', '7:7', '8:7', '9:7', '9:8', '10:8', '10:9', '11:9']",64,9,11,144.5,1
40,50,11,2013-09-03,Dominion Open,15,W,"['1:0', '1:1', '1:2', '2:2', '2:3', '2:4', '3:4', '3:5', '4:5', '5:5', '6:5', '7:5', '8:5', '9:5', '9:6', '10:6', '11:6', '11:7']",64,11,7,136.9,3
50,40,11,2013-09-03,Dominion Open,15,L,"['1:0', '1:1', '1:2', '2:2', '2:3', '2:4', '3:4', '3:5', '4:5', '5:5', '6:5', '7:5', '8:5', '9:5', '9:6', '10:6', '11:6', '11:7']",64,7,11,137.4,1
58,48,12,2013-09-03,Dominion Open,15,W,"['0:1', '0:2', '1:2', '2:2', '2:3', '2:4', '3:4', '3:5', '4:5', '5:5', '6:5', '7:5', '8:5', '9:5', '9:6', '9:7', '10:7', '11:7']",64,11,7,141.1,1
48,58,12,2013-09-03,Dominion Open,15,L,"['0:1', '0:2', '1:2', '2:2', '2:3', '2:4', '3:4', '3:5', '4:5', '5:5', '6:5', '7:5', '8:5', '9:5', '9:6', '9:7', '10:7', '11:7']",64,7,11,148.7,0
47,3,13,2013-09-03,Dominion Open,15,W,"['1:0', '2:0', '3:0', '4:0', '5:0', '6:0', '7:0', '7:1', '8:1', '9:1', '9:2', '10:2', '10:3', '11:3', '11:4']",64,11,4,147.9,3
3,47,13,2013-09-03,Dominion Open,15,L,"['1:0', '2:0', '3:0', '4:0', '5:0', '6:0', '7:0', '7:1', '8:1', '9:1', '9:2', '10:2', '10:3', '11:3', '11:4']",64,4,11,147.1,0
31,10,14,2013-09-03,Dominion Open,15,W,"['1:0', '2:0', '2:1', '3:1', '4:1', '4:2', '4:3', '4:4', '5:4', '6:4', '7:4', '7:5', '8:5', '9:5', '9:6', '10:6', '11:6', '11:7', '11:8', '11:9']",64,11,9,148.7,2
10,31,14,2013-09-03,Dominion Open,15,L,"['1:0', '2:0', '2:1', '3:1', '4:1', '4:2', '4:3', '4:4', '5:4', '6:4', '7:4', '7:5', '8:5', '9:5', '9:6', '10:6', '11:6', '11:7', '11:8', '11:9']",64,9,11,145.5,2
53,54,15,2013-09-03,Dominion Open,15,W,"['0:1', '1:1', '2:1', '3:1', '4:1', '5:1', '5:2', '5:3', '6:3', '7:3', '8:3', '9:3', '9:4', '9:5', '10:5', '10:6', '11:6', '11:7']",64,11,7,142.5,0
54,53,15,2013-09-03,Dominion Open,15,L,"['0:1', '1:1', '2:1', '3:1', '4:1', '5:1', '5:2', '5:3', '6:3', '7:3', '8:3', '9:3', '9:4', '9:5', '10:5', '10:6', '11:6', '11:7']",64,7,11,147.1,1
39,42,16,2013-09-04,Dominion Open,15,W,"['1:0', '2:0', '2:1', '3:1', '4:1', '4:2', '4:3', '5:3', '5:4', '6:4', '7:4', '8:4', '8:5', '9:5', '9:6', '9:7', '10:7', '11:7']",64,11,7,146.7,0
42,39,16,2013-09-04,Dominion Open,15,L,"['1:0', '2:0', '2:1', '3:1', '4:1', '4:2', '4:3', '5:3', '5:4', '6:4', '7:4', '8:4', '8:5', '9:5', '9:6', '9:7', '10:7', '11:7']",64,7,11,142.9,0
56,55,17,2013-09-04,Dominion Open,15,W,"['1:0', '1:1', '1:2', '1:3', '1:4', '2:4', '3:4', '4:4', '4:5', '5:5', '6:5', '7:5', '8:5', '9:5', '9:6', '9:7', '10:7', '10:8', '10:9', '10:10', '11:10']",64,11,10,143.1,3
55,56,17,2013-09-04,Dominion Open,15,L,"['1:0', '1:1', '1:2', '1:3', '1:4', '2:4', '3:4', '4:4', '4:5', '5:5', '6:5', '7:5', '8:5', '9:5', '9:6', '9:7', '10:7', '10:8', '10:9', '10:10', '11:10']",64,10,11,137.3,1
11,32,18,2013-09-04,Dominion Open,15,W,"['0:1', '0:2', '1:2', '2:2', '3:2', '4:2', '4:3', '5:3', '6:3', '6:4', '7:4', '7:5', '8:5', '9:5', '10:5', '11:5']",64,11,5,142.7,1
32,11,18,2013-09-04,Dominion Open,15,L,"['0:1', '0:2', '1:2', '2:2', '3:2', '4:2', '4:3', '5:3', '6:3', '6:4', '7:4', '7:5', '8:5', '9:5', '10:5', '11:5']",64,5,11,141.7,1
16,46,19,2013-09-04,Dominion Open,15,W,"['1:0', '1:1', '2:1', '3:1', '4:1', '4:2', '5:2', '5:3', '6:3', '6:4', '6:5', '6:6', '7:6', '8:6', '9:6', '10:6', '10:7', '11:7']",64,11,7,147.8,1
46,16,19,2013-09-04,Dominion Open,15,L,"['1:0', '1:1', '2:1', '3:1', '4:1', '4:2', '5:2', '5:3', '6:3', '6:4', '6:5', '6:6', '7:6', '8:6', '9:6', '10:6', '10:7', '11:7']",64,7,11,149.2,1
38,43,20,2013-09-04,Dominion Open,15,W,"['1:0', '2:0', '3:0', '4:0', '4:1', '4:2', '4:3', '5:3', '6:3', '6:4', '7:4', '7:5', '8:5', '9:5', '9:6', '10:6', '10:7', '11:7', '11:8', '11:9', '11:10']",64,11,10,143.8,0
43,38,20,2013-09-04,Dominion Open,15,L,"['1:0', '2:0', '3:0', '4:0', '4:1', '4:2', '4:3', '5:3', '6:3', '6:4', '7:4', '7:5', '8:5', '9:5', '9:6', '10:6', '10:7', '11:7', '11:8', '11:9', '11:10']",64,10,11,143.7,1
